id	text	label
train_000013	tôi có đặt giúp cho khách hàng của tôi nghỉ ngơi tại khách sạn icon 36 saigon và tôi nghe phản hồi lại là dịch vụ không có vấn đề gì phải phàn nàn. nhân viên làm tròn trách nhiệm, chuyện nghiệp và phục vụ nhanh nhẹn. vị trí trung tâm thành phố nên thuận tiện di chuyển bên cạnh đó chi phí hợp lí. phòng ốc sạch sẽ, tiện nghi đầy đủ.	1
train_000014	giá cả phù hợp với chất lượng khách sạn đang có. nhân viên phục vụ khách hàng tốt, vui vẻ, thân thiện. vệ sinh sạch sẽ. tiện nghi, nội thất đầy đủ.	1
train_000015	vừa qua tôi có đặt phòng giúp cho bạn tôi tại khách sạn icon 36 saigon. và tôi nghe bạn tôi phản ánh lại là dịch vụ tại khách sạn tốt.phòng ốc rất sạch sẽ, thoáng mát. nội thất trong phòng khá tiện nghi, đầy đủ. nhân viên nhiệt tình, chu đáo. vị trí khách sạn nằm ngay trung tâm, thuận tiện cho công việc và bên cạnh đó chi phí khá hợp lí.	1
train_000016	tôi rất thích khách sạn icon 36 saigon này. nội thất sang trọng, tiện nghi đầy đủ theo phong cách tươi mới. nhân viên nhanh nhẹn, nhiệt tình và chu đáo. khách sạn tọa lạc ngay trung tâm nên tôi có thể đi dạo , ăn uống và mua sắm với bạn bè. bên cạnh đó chi phí cũng rất hợp lí.	1
train_000017	hôm tôi ở thì tầng trên hơi ồn. nhưng bù lại thái độ nhân viên thân thiện lắm  tôi vẫn rất thích khi ở khách sạn này. mặt khác, phòng ở tươm tất, ngay trung tâm, đi lại vui chơi hay ăn uống gì cũng tiện.	1
train_000018	tôi cảm thấy hài lòng khi quyết định chọn khách sạn icon 36 saigon để lưu trú. khách sạn ở khu vực trung tâm, giá cả hợp lý. dịch vụ tốt, đặc biệt là căn phòng được chuẩn bị chu đáo, sạch sẽ, đẹp đẽ và thơm tho.	1
train_000019	giá cả phù hợp so với chất lượng dịch vụ mà khách sạn icon 36 saigon cung cấp. nhân viên lịch thiệp, nhã nhặn. trong cách chào đón, ứng xử với du khách. đồng thời, dịch vụ phòng nghỉ cũng phù hợp nhu cầu.	1
train_000020	nhân viên phục vụ cũng thân thiện, lịch sự. vị trí đi lại thuận tiện, tôi đánh giá khách sạn được 8 điểm.	1
train_000021	khi tôi đi công chuyện về, thì bạn tôi đã ra ngoài và giữ chìa khoá phòng. thành ra tôi có nhờ lễ tân mở cửa giúp. nhưng họ làm khó. còn lại mọi thứ ổn, vị trí thuận tiện. từ bữa sáng, phục vụ, trang thiết bị đều phù hợp với giá tiền.	1
train_000022	tôi đã đến khách sạn victory vài lần và tôi không có gì để phàn nàn cả. phòng ở tôi thấy cũng đạt tiêu chuẩn, sạch sẽ, ở cũng thoải mái. nhân viên thì vui vẻ và lịch sự. giá cả như vậy thì tôi thấy không có ý kiến gì.	1
train_000023	tôi có chọn khách sạn victory làm điểm dừng chân. trong kì nghỉ vừa qua và sau khi ở đây tôi có vài nhận xét sau. tôi thấy dịch vụ khách sạn cũng được về mọi mặt từ vệ sinh phòng ốc, vị trí, giá cả cũng như nhân viên phục vụ.	1
train_000024	phòng ốc ở khách sạn victory khá sạch sẽ, tươm tất. trang thiết bị cung cấp đầy đủ. tôi rất hài lòng với nhân viên lễ tân và nhân viên xách hành lí, rất thận thiện. vị trí ngay khu trung tâm thuận tiện đi lại, giá cả phù hợp với chi phí tôi bỏ ra. tuy nhiên tôi sẽ đánh giá cao hơn nếu khách sạn dùng khăn giấy và nước uống đóng chai có thương hiệu.	1
train_000025	tôi đánh giá mọi dịch vụ tại khách sạn - nhà hàng nhạn trắng cũng tốt. vì đã đáp ứng được nhu cầu của gia đình trong chuyến nghỉ hè vừa qua từ tiện nghi phòng ốc, nhân viên, vị trí đến giá cả. tổng quan thì cũng hài lòng và không có gì để phàn nàn.	1
train_000026	khách sạn - nhà hàng nhạn trắng là khách sạn tốt. tôi cảm thấy hài lòng khi lựa chọn nghỉ ngơi tại đây. thái độ của nhân viên tốt và phục vụ nhanh chóng. phòng ốc sạch sẽ, tiện nghi đầy đủ. chi phí hợp lí và vị trí cũng thuận tiện.	1
train_000027	khách sạn có vị trí thuận lợi, nhân viên phục vụ tiệt tình, sẽ quay lại lần sau.	1
train_000028	tiện nghi , sạch sẽ , trung tâm , lần tới sẽ quay lại.	1
train_000029	ks rat tot, vi tri thuan loi, gia phu hop..........................	1
train_000030	bữa sáng hợp khẩu vị của tôi. chất lượng những dịch vụ khách sạn đang cung cấp tốt. phòng ở được giữ gìn vệ sinh sạch sẽ. tiện nghi, nội thất cần thiết đầy đủ. khâu vệ sinh được chú ý sạch sẽ. tôi hài lòng với khách sạn này.	1
train_000031	nghỉ ngơi tại khách sạn này thì tôi cũng hài lòng. phòng ở được giữ gìn vệ sinh sạch sẽ và trang bị tiện nghi, nội thất đầy đủ. những bạn nhân viên khách sạn có cung cách phục vụ khách hàng ổn. khâu vệ sinh được chú ý sạch sẽ.	1
train_000032	tôi đã có khoảng thời gian thoải mái khi quyết định lựa chọn trú ngụ lại silver creek city resort. bởi vì khung cảnh đẹp. không gian thoáng mát, diện tích khuôn viên rộng rãi, không vấn đề gì phát sinh cả.	1
train_000033	trong chuyến du lịch vừa tôi có đặt phòng tại khách sạn - nhà hàng nhạn trắng làm nơi nghỉ ngơi và sau khi ở đây tôi có vài nhận xét sau. nhìn chung tôi thấy hài lòng khi nghỉ ngơi tại đây. vì mọi thứ đều tốt hết từ vị trí, giá cả, tiện nghi phòng ốc cũng như thái độ của nhân viên.	1
train_000034	tôi nhận thấy những dịch vụ khách sạn đang có cũng được. những bạn nhân viên khách sạn có thái độ phục vụ khách hàng ổn. phòng ốc được dọn dẹp vệ sinh sạch sẽ. trang thiết bị, tiện nghi cơ bản khách sạn cung cấp đầy đủ.	1
train_000035	chất lượng những dịch vụ khách san đang cung cấp khá tốt. những bạn nhân viên khách sạn họ vui vẻ, nhiệt tình với khách hàng. phòng ở được giữ vệ sinh sạch sẽ. trang thiết bị, tiện nghi cơ bản khách sạn cung cấp đầy đủ.	1
train_000036	tôi đánh giá phòng ốc tại khu du lịch sinh thái biển phương nam cần giờ (phương nam pearl resort) có nhiều muỗi quá. nhân viên ở đây dọn dẹp tôi thấy cũng chưa được sạch sẽ cho lắm, phòng có kiến.	1
train_000037	tôi không phàn nàn gì về dịch vụ của khu du lịch sinh thái biển phương nam cần giờ (phương nam pearl resort) này cả. phòng ốc sạch sẽ, không gian thoáng mát, nhân viên vui vẻ, nhiệt tình, giá cả hợp lý.	1
train_000038	tôi hài lòng khi sử dụng dịch vụ ở khách sạn victory này. dịch vụ phòng ok, vệ sinh sạch sẽ, phòng đầy đủ tiện nghi, nghỉ ngơi không có gì phàn nàn. nhân viên cũng lịch sự, vui vẻ. các tiện ích có đầy đủ và đạt tiêu chuẩn, dịch vụ tương xứng với giá cả.	1
train_000039	vị trí đi lại thuận tiện. khách sạn có dịch vụ tốt. các tiện ích cơ bản có đầy đủ. nhân viên đón tiếp cũng lịch sự, chu đáo. phòng ở sạch sẽ, đáp ứng được yêu cầu của khách, đầy đủ tiện nghi. đó là những đánh giá của tôi về dịch vụ ở khách sạn victory, mọi thứ đều tốt.	1
train_000040	từng nghỉ ngơi ở khách sạn victory nên theo đánh giá của tôi khách sạn này khá tốt tôi hài lòng khi đã đặt phòng tại đây. phòng ở tiện nghi được bố trí đầy đủ. nhân viên phục vụ khách hàng tốt, vui vẻ, lịch sự.	1
train_000041	tôi đánh giá cao chất lượng dịch vụ ở khách sạn victory, ở đây thì vị trí khá gần trung tâm nên đi lại khá thuận tiện. về dịch vụ chung cũng tốt, các tiện ích có đầy đủ, phòng ở sạch sẽ, đầy đủ tiện nghi. nhân viên làm việc cũng chu đáo, nhiệt tình, giá cả hợp lý, tôi khá thoải mái khi nghỉ tại đây.	1
train_000042	chủ khách sạn không được niềm nở lắm. nhưng bù lại lễ tân nhiệt tình  cũng hỗ trợ tôi nhận phòng sớm. tuy bước ra là biển nhưng biển dơ. sóng to không tắm được. được cái lợi thế gần chợ, đi bộ cũng có đồ ăn. dùng hải sản ở khách sạn thì hơi mắc.	1
train_000043	tôi có lựa chọn nghỉ ngơi một đêm tại silver creek city resort và tôi nhận xét dịch vụ tại đây cũng được. ngoài tiện ích phòng ốc cơ bản thì phòng ốc cũng sạch sẽ, thông thoáng. nhân viên lịch sự. vị trí tuy không gần khu trung tâm nhưng thuận tiện cho công việc của tôi và giá cả hợp lí.	1
train_000044	không có gì phàn nàn khi nghỉ tại khách sạn - nhà hàng nhạn trắng. dịch vụ ok, phòng ở sạch sẽ, đầy đủ tiện nghi. nhân viên thì phục vụ cũng lịch sự, nhiệt tình. theo cá nhân tôi đánh giá thì dịch vụ ở đây ổn. giá cả hợp lý, không có gì phàn nàn.	1
train_000045	silver creek city resort cung cấp dịch vụ ngày lễ như vậy là khá ổn. nhưng tôi có cảm giác là nhân viên lễ tân không được nhiệt tình hướng dẫn  không niềm nở. về phòng khách sạn thì sạch sẽ, tiện nghi đầy đủ. đồ ăn cũng được, vị trí khá thuận tiện và chi phí hợp lí.	1
train_000046	thái độ phục vụ của nhân viên khách sạn này ok, thân thiện, nhiệt tình. phòng ốc được vệ sinh sạch sẽ, tiện nghi. tôi đánh giá chất lượng khách sạn này ok và không điều gì khiến tôi phàn nàn khi nghỉ ngơi tại đây cả.	1
train_000047	như nhiều ý kiến đánh giá và chia sẻ thì tôi cũng đồng ý rằng dịch vụ ở silver creek city resort này ok, phòng ở tốt, vệ sinh tốt, không gian cũng thoáng mát, rộng rãi. các tiện ích cơ bản có đầy đủ. nhân viên cũng lịch sự, vui vẻ, mọi thứ ổn. tôi khá hài lòng khi ở đây.	1
train_000048	chất lượng khách sạn theo đánh giá của tôi tốt. nhân viên có thái độ phục vụ khách hàng vui vẻ, nhiệt tình. phòng ốc được dọn dẹp vệ sinh sạch sẽ. cơ sở vật chất, tiện nghi được khách sạn trang bị đầy đủ.	1
train_000049	tổng quan thì tôi chẳng có gì phàn nàn về khách sạn kỳ hòa cả. phòng mà tôi ở thoải mái, toilet sạch sẽ, các trang thiết bị hay vật dụng cơ bản đều đầy đủ. nhân viên phục vụ vui vẻ, hỗ trợ khách nhiệt tình.	1
train_000050	vừa qua, tôi có dịp nghỉ ngơi tại khu du lịch sinh thái biển phương nam cần giờ (phương nam pearl resort). mọi thứ đều tốt và tôi không phàn nàn gì cả. phòng ốc sạch sẽ, tiện nghi đầy đủ và giá cả hợp lý.	1
train_000051	trong chuyến du lịch vừa qua tôi có đặt phong tại khách sạn new sunny và sau khi ở đây tôi có vài nhận xét. nhìn chung thì chất lượng khách sạn cũng khá tốt và đáp ứng được đầy đủ nhu cầu của tôi từ thái độ nhân viên phục vụ, vị trí đến dịch vụ phòng ốc, tiện nghi đi kèm và giá cả cũng như quanh cảnh xung quanh. tôi hài lòng khi nghỉ ở đây.	1
train_000052	nằm ngay trung tâm quận 1 nên dịch vụ khách sạn new sunny có vị trí khá thuận tiện đi lại tham quan cũng như mua sắm. phòng sạch sẽ và thoải mái. chúng tôi được đón tiếp nhiệt tình và vui vẻ. hoàn toàn hài lòng khi đã chọn dịch vụ này.	1
train_000053	gia đình chúng tôi chọn được dịch vụ phòng ốc khách sạn nhỏ gọn và đẹp. vị trí cũng khá thuận tiện cho việc đi lại tham quan. cảm thấy hài lòng và không có điều gì để phàn nàn cả.	1
train_000054	tôi có đặt phòng tại khách sạn new sunny thông qua hệ thống mytour để nghỉ ngơi cùng gia đình và khi về tôi đánh giá như sau. nhìn chung thì mọi thứ khá ổn, đáp ứng được nhu cầu của tôi từ vị trí, giá cả, tiện nghi đến nhân viên phục vụ cũng như dịch vụ phòng ốc. tôi cảm nhận đây là một khách sạn tốt.	1
train_000055	tôi hài lòng và không có điều gì phàn nàn khi nghỉ ngơi tại khách sạn new sunny này. vị trí thuận tiện cho việc tham quan cũng như mua sắm của tôi. phòng ốc sạch sẽ, tiện nghi, giá cả cũng khá hợp lý.	1
train_000056	chọn khách sạn new sunny nghỉ ngơi tôi cảm thấy hài lòng như: phòng ở được chú ý giữ gìn vệ sinh sạch sẽ, trang thiết bị, tiện nghi cần thiết đầy đủ, những bạn nhân viên khách sạn có cung cách phục vụ khách hàng nhiệt tình.	1
train_000057	khoảng thời gian trải nghiệm dịch vụ ở khách sạn victory, tôi cảm thấy thật thoải mái. bởi vì khách sạn có dịch vụ chất lượng. cộng với phòng nghỉ đạt tiêu chuẩn, sạch sẽ, trang bị nội thất khang trang.	1
train_000058	mọi thứ đều ổn, các dịch vụ đáp ứng được yêu cầu của khách, nghỉ ngơi khá thoải mái. đó là những đánh giá khi khách sử dụng dịch vụ ở khách sạn victory này về. không có gì phàn nàn. giá cả đặt qua mytour khá tốt và vị trí đi lại thuận tiện.	1
train_000059	cơ sở vật chất ở khách sạn victory tốt, đầy đủ những tiện nghi khang trang, không gian sạch sẽ. địa thế toạ lạc tiện lợi đi lại. đôi ngũ nhân viên phục vụ khách hàng một cách lịch sự. nhìn chung cũng được.	1
train_000060	cảm giác của tôi về khách sạn victory không tồi. chất lượng dịch vụ đúng với số tiền đã trả. tiện nghi phòng đầy đủ, sạch sẽ và nhân viên sắp đặt mọi thứ gọn gàng. địa điểm tại đây cũng tương đối thuận lợi. đi đến các quận khác không khó khăn lắm. tóm lại là tôi hài lòng.	1
train_000061	nhân viên dọn phòng kỹ càng. các tiện nghi thiết thực. nhưng ban đầu họ điều chỉnh máy lạnh hơi nóng. sau khi tôi báo nhân viên thì họ cũng điều chỉnh lại phù hợp. khách sạn thoáng mát, thoải mái khi ở.	1
train_000062	chúng tôi có chuyến dã ngoại đến cần giờ và chọn dịch vụ nhà hàng khách sạn nhạn trắng để nghỉ lại và thấy quang cảnh ở đây rộng rãi và bao phủ. bởi cây cối xanh mát. nhà hàng các món cũng khá hợp khẩu vị. phòng ốc đầy đủ tiện nghi và sạch sẽ. nhìn chung cảm thấy hài lòng và không có điều gì để phàn nàn khi ở đây.	1
train_000063	theo quan điểm cá nhân của tôi sau thời gian nghỉ ngơi lại khách sạn - nhà hàng nhạn trắng thì mọi thứ ở đây cũng được. về thái độ nhân viên ok, họ thân thiện với du khách. về phòng ốc thì sạch sẽ, gọn gàng.	1
train_000064	tôi khá hài lòng khi chọn khách sạn kim yến làm chỗ nghỉ ngơi trong thời gian lưu trú tại đây. vì mọi dịch vụ đều đáp ứng đầy đủ yêu cầu của tôi như phòng ốc sạch sẽ, nhân viên thân thiện, vị trí gần biển và giá cả hợp lý. tôi không phàn nàn gì về khách sạn này.	1
train_000065	khách sạn kim yến tọa lạc ở khu vực thuận tiện ra sân bay cũng như các khu vực trung tâm mà giá cả lại hợp lí. khách sạn cung cấp phòng ốc sạch sẽ, tiện nghi đầy đủ. thái độ nhân viên lịch sự, thân thiện.	1
train_000066	chất lượng dịch vụ tại khách sạn kim yến rất tốt. tôi rất hài lòng. nhân viên có thái độ thân thiện, nhiệt tình, phục vụ chu đáo. khách sạn bố trí cho tôi phòng ốc sạch sẽ, tiện nghi cơ bản cũng được trang bị đầy đủ. vị trí thuận tiện và giá cả ổn.	1
train_000067	chọn khách sạn này nghỉ ngơi. vì có vị trí phù hợp với yêu cầu đi lại của tôi. chất lượng khách sạn thì tốt. nhân viên vui vẻ, nhiệt tình với khách hàng. phòng ở được giữ gìn vệ sinh sạch sẽ. nội thất, tiện nghi cần thiết đầy đủ.	1
train_000068	mọi thứ ổn, các dịch vụ kèm theo đáp ứng được yêu cầu của khách, dịch vụ phòng tốt, vệ sinh tốt, sạch sẽ, tiện nghi đầy đủ, các tiện ích đạt tiêu chuẩn và tương xứng với giá cả. nhân viên vui vẻ, lịch sự, tôi hài lòng khi nghỉ tạisilver creek city resort, giá cả tương xứng với dịch vụ.	1
train_000069	mọi thứ thuộc về khách sạn kỳ hòa đều ok, dịch vụ bên mytour cũng. vậy, tôi từng đặt phòng bên công ty nhiều rồi nên khá yên tâm. lần này cũng thế, khách sạn giao phòng đúng giờ, phòng được dọn dẹp sạch sẽ, trang thiết bị sử dụng ổn, thái độ nhân viên tốt. bữa sáng phục vụ ngon, đầy đủ món.	1
train_000070	khách sạn kỳ hòa có thiết kế đẹp, căn phòng ở đây nhìn sáng sủa và cũng tương đối rộng. tọa lạc ở khu vực tương đối sầm uất, xung quanh có nhiều trung tâm mua sắm hay những nhà hàng ăn uống. do đó cũng thuận tiện. tôi ở đây thấy thoải mái. không phiền lòng điều gì.	1
train_000071	mọi thứ ở khách sạn kỳ hòa này đều tốt. không có điểm gì khiến tôi than phiền cả. điều kiện ở đáp ứng được các tiêu chí về sự tiện nghi và sạch sẽ. thái độ phục vụ của nhân viên vừa lịch sự, lại thân thiện.	1
train_000072	đến khách sạn kỳ hòa nghỉ lại tôi cảm thấy rất hài lòng, mọi thông tin của căn phòng đều đúng như trước đó tôi được quảng cáo. nhân viên dọn phòng cẩn thận, đối xử với khách hàng cũng tử tế. vị trí thuận tiện cho công việc của tôi và giá tiền như thế là hợp lý. tôi không phàn nàn điểm nào.	1
train_000073	tôi đánh giá cao khách sạn kỳ hòa này, theo cá nhân tôi thấy thì dịch vụ như vậy là tốt, dịch vụ đạt tiêu chuẩn và tương xứng với giá cả. phòng thì được vệ sinh sạch sẽ, đầy đủ tiện nghi. nhân viên cũng lịch sự, vui vẻ. vị trí đi lại thuận tiện. mọi thứ đều ổn, không có gì phàn nàn. tôi hài lòng khi nghỉ tại đây. không gian xung quanh cũng rộng rãi, thoáng mát.	1
train_000074	chất lượng phòng ốc đúng mong đợi, trang bị tiện nghi đầy đủ, dọn dẹp vệ sinh sạch sẽ tinh tươm. cộng với địa điểm thuận tiện di chuyển đủ làm tôi cảm thấy hài lòng khi ở khách sạn khách sạn new sunny này.	1
train_000075	khách sạn new sunny nằm ngay quận 1, một quận trung tâm của thành phố nên đi lại dễ dàng mà giá cả hợp lí. thái độ nhân viên tốt. tôi được bố trí nghỉ ngơi ở phòng ốc sạch sẽ, tiện nghi cơ bản là đầy đủ, hiện đại.	1
train_000076	tôi đánh giá khách sạn new sunny có chất lượng cũng được. nhân viên thân thiện, chu đáo, vị trí ngay trung tâm thuận tiện cho việc tham quan cũng như mua sắm của tôi. nhưng bữa sáng ở đây hơi ít món. không được phong phú cho lắm.	1
train_000077	tôi không phàn nàn gì và đánh giá khách sạn mi linh tốt. phòng ốc sạch sẽ, tiện nghi. nhưng phòng hơi nhỏ. vị trí khách sạn cũng tương đối gần trung tâm nên cũng thuận tiện cho việc tham quan cũng như mua sắm của tôi.	1
train_000078	trong chuyến đi vừa qua thì tôi có đặt phòng tại khách sạn mi linh thông qua hệ thống của công ty mytour và theo ý kiến khách quan của tôi thì tôi không phàn nàn gì về nơi đây. phòng sạch sẽ, tiện nghi, nhân viên ok.	1
train_000079	tôi hài lòng với chất lượng những dịch vụ khách sạn này đang cung cấp đến khách hàng. nhân viên có thái độ phục vụ khách hàng vui vẻ, nhiệt tình. phòng ốc được giữ gìn vệ sinh sạch sẽ và trang bị tiện nghi đầy đủ.	1
train_000080	tôi chọn dịch vụ khách sạn này là. vì có vị trí gần trung tậm và thuận tiện đi lại. phòng ốc khách sạn bố trí rất gọn gàng và sạch sẽ, thái độ phục vụ đón tiếp khách tốt nữa. nên tôi cảm thấy rất hài lòng và ấn tượng về dịch vụ này.	1
train_000081	tuy thời gian trải nghiệm dịch vụ của khách sạn victory không lâu lắm nhưng nhìn chung dịch vụ chất lượng được. nhân viên thể hiện được sự lịch sự và thân thiện với khách hàng. phòng ở đảm bảo sự sạch sẽ.	1
train_000082	khách sạn không những thuận tiện đi lại mà cũng sạch sẽ nữa. nhân viên nhiệt tình, vui vẻ. riêng bữa sáng cũng bình thường.	1
train_000083	trong chuyến đi đến sài gòn vừa qua, tôi đã tin tưởng và chọn dịch vụ ở khách sạn victory cho người nhà của mình. phản hồi về khách sạn này là tốt, nên tôi cũng cảm thấy hài lòng với sự lựa chọn lần này. phòng ốc chuẩn bị chỉnh chu, nhân viên nhẹ nhàng hướng dẫn.	1
train_000084	tôi chỉ ở có 1 đêm ở đây và thấy phòng ốc khách sạn cũng khá ổn. thái độ phục vụ đón tiếp khách nhiệt tình chu đáo tôi cảm thấy hài lòng về nơi này và không có điều gì để phàn nàn ở đây cả. sẽ ủng hộ mytour nếu có dịp.	1
train_000085	trong chuyến đi vừa qua thì tôi có lựa chọn khách sạn - nhà hàng nhạn trắng làm điểm lưu trú. điểm duy nhất tôi chưa được ưng ý lắm là. trong phòng tắm ở khách sạn không có quạt hút mùi. còn lại mọi thứ đều khá ok.	1
train_000086	vừa qua, tôi có chọn khách sạn phoenix sài gòn làm điểm dừng chân của tôi tại hồ chí minh. nhìn chung, tôi thấy chất lượng dịch vụ ở đây cũng ok. phòng ốc sạch sẽ, tươm tất, đầy đủ vật dụng cho tôi sử dụng.	1
train_000087	chọn khách sạn này nghỉ ngơi. vì vị trí khách sạn phù hợp với yêu cầu đi lại của tôi. giá cả phù hợp với chất lượng. nhân viên phục vụ khách hàng vui vẻ, lịch sự. trang thiết bị, tiện nghi cần thiết được cung cấp đầy đủ.	1
train_000088	resort tốt, tiện nghi cũng được trang bị đầy đủ nhân viên nhiệt tình chu đáo. không có vấn đề gì khiến tôi phiền lòng khi nghỉ tại đây.	1
train_000089	silver creek city resort có dịch vụ cũng rất ok. khi nghỉ tại đây, tôi thấy mọi thứ đều ổn, không có gì phàn nàn cả. phòng ốc sạch sẽ, gọn gàng, tiện nghi trang bị đầy đủ. nhân viên làm việc cũng nhanh chóng, lịch sự. các tiện ích kèm theo đầu hoạt động ok, giá cả lại phù hợp, tôi khá hài lòng khi nghỉ tại đây.	1
train_000090	khách sạn kỳ hòa có vị trí thuận tiện cho việc đi lại của tôi. bên cạnh đó, nhân viên họ đón tiếp khách hàng một cách lịch sự và phòng ốc cũng đảm bảo được sự sạch sẽ nên khoảng thời gian ở đây tôi thấy thoải mái.	1
train_000091	khách sạn kỳ hòa có khuôn viên khá rộng rãi, thoáng mát, dịch vụ phòng ốc ở đây cũng ok, phòng đạt tiêu chuẩn, đầy đủ các vật dụng cơ bản cho khách sử dụng và vệ sinh phòng sạch sẽ, nhân viên thì cũng lịch sự, làm việc nhanh chóng. nhìn chung, với mức giá cả như vậy thì tôi thấy hợp lý, tôi hài lòng khi nghỉ tại đây.	1
train_000092	ở khách sạn victory tôi đặt hạng phòng cũng tương đối đắt nên dịch vụ khá ổn. phòng ốc đẹp, điều kiện vệ sinh đảm bảo, đồ dùng đầy đủ. địa điểm tốt, đi lại thuận tiện. vì gần trung tâm thành phố, nhân viên tiếp đón nồng hậu, hỗ trợ khách nhiệt tình.	1
train_000093	khách sạn victory nằm ở trung tâm thành phố nên tiện lợi và dễ dàng đi lại. bên cạnh đó, dịch vụ phòng ở lại đáp ứng được tiêu chuẩn cơ bản về sự sạch sẽ và nhân viên cũng lịch sự nên tôi thấy ở cũng được.	1
train_000094	lúc đến khách sạn bước vào sảnh tôi khá hài lòng. vì ở nó khá rộng rãi và thoáng mát. nhân viên tiếp đón lịch sự, thân thiện. vị trí tốt, nằm ngay mặt đường chính đi lại và tìm kiếm dễ dàng. giá tiền so với chất lượng là tương xứng. không có gì để phàn nàn cả.	1
train_000095	tôi đánh giá cao chất lượng dịch vụ ở khách sạn victory. dịch vụ phòng ốc đạt tiêu chuẩn, vệ sinh phòng sạch sẽ, gọn gàng, đầy đủ tiện nghi. đến cách làm việc của nhân viên cũng tốt, vui vẻ, lịch sự. mọi thứ đều tốt. không có gì phàn nàn. giá cả cũng tương xứng với dịch vụ của khách sạn, tôi hài lòng khi nghỉ tại đây. vị trí đi lại cũng thuận tiện.	1
train_000096	trong chuyến đi vừa qua thì tôi có lựa chọn khách sạn new sunny để làm điểm dừng chân. vị trí ngay trung tâm thuận tiện cho việc tham quan cũng như mua sắm của tôi. và tôi đánh giá dịch vụ ở đây rất ok.	1
train_000097	tôi không phàn nàn gì khi nghỉ ngơi tại khách sạn này. nhân viên khách sạn họ làm việc vui vẻ, nhiệt tình. tiện nghi, nội thất cần thiết được khách sạn cung cấp đầy đủ. phòng ở được chú ý giữ gìn vệ sinh sạch sẽ.	1
train_000098	chọn khách sạn new sunny làm nơi để nghỉ ngơi trong kì nghỉ vừa qua là một quyết định đúng đắn. vì mọi thứ tại đây đều ổn từ dịch vụ phòng ốc, vệ sinh tiện nghi đến đội ngũ nhân viên phục vụ cũng như giá cả và vị trí ngay trung tâm thuận tiện cho việc đi lại.	1
